frame_index,timestamp_s,LElbowRoll,LHipPitch,LShoulderPitch,RElbowRoll,RHipPitch,RShoulderPitch,TorsoPitch
7,1787225847.5967948,0.9765563776159487,-1.0087235538059238,1.2430554076728928,-0.6792783287902737,-0.8055453197003437,1.2570644229726669,-0.5235987755982988
9,1787225847.735646,1.4594297170176875,-0.49073669566038647,0.2585299048214157,-1.2661989852809987,-0.3586708434917594,0.3172102747008517,-0.15707963267948966
10,1787225847.813779,1.7732973876288176,-0.15404523786578708,-0.37538381853150304,-1.6476974119999699,-0.06820243395617948,-0.28740125727061744,0.0811578102177363
11,1787225847.8676364,1.9773113735260521,0.06480420970070251,-0.779206990443607,-1.8956713893673012,0.12060203224194746,-0.6468209344714829,0.23601214810093318
12,1787225847.914052,2.109920464359255,0.20705635061892075,-1.018252664991097,-2.0568544746560664,0.24332493527072996,-0.8842224958345064,0.33666746772501116
13,1787225847.959009,2.1961163734008364,0.2995202422157626,-1.1659861208098794,-2.161623480093764,0.32309482223943864,-1.0418994012004026,0.40209342548066185
14,1787225848.0045362,2.2521437142778646,0.3596217717537098,-1.2546540879058687,-2.229723333628267,0.37494524876909924,-1.1417555179107257,0.4446202980218348
15,1787225848.0659895,2.2192393671637656,0.3986877659533755,-1.2108151761676316,-2.2739882384256944,0.40864802601337863,-1.2156254034590672,0.4722627651735972
16,1787225848.1157317,2.137832194645453,0.4240806621831582,-1.045007886786792,-2.302760426544022,0.4305548312221602,-1.2652081313007164,0.4902303688222428
17,1787225848.1626937,2.214258998086865,0.44058604473251695,-1.0357559293661633,-2.321462348820935,0.44479425460786826,-1.2997057877652356,0.5019093111938624
18,1787225848.2129319,2.263936420323783,0.4513145433896002,-1.0743702955115055,-2.3336185983009283,0.45404987980857847,-1.3209472163054636,0.5095006237354152
19,1787225848.2744431,2.252893527409345,0.45828806751670426,-1.110111753002201,-2.341520160462924,0.4600660361890402,-1.336740844990393,0.5144349768874245
20,1787225848.3317852,2.1173099463989757,0.46282085819932195,-1.159612534544846,-2.346656175868221,0.4639765378363403,-1.357110788017292,0.5176423064362305
21,1787225848.3733397,2.026153980444169,0.46576717214302343,-1.2062687777980514,-2.3106854195344777,0.46651836390708534,-1.3808694644634623,0.5197270706429544
