wall_time_s,sim_time_s,frame_index,LShoulderPitch_cmd_rad,LShoulderPitch_meas_rad,RShoulderPitch_cmd_rad,RShoulderPitch_meas_rad,LShoulderRoll_cmd_rad,LShoulderRoll_meas_rad,RShoulderRoll_cmd_rad,RShoulderRoll_meas_rad,LElbowRoll_cmd_rad,LElbowRoll_meas_rad,RElbowRoll_cmd_rad,RElbowRoll_meas_rad,HeadYaw_cmd_rad,HeadYaw_meas_rad,HeadPitch_cmd_rad,HeadPitch_meas_rad,LHipYawPitch_cmd_rad,LHipYawPitch_meas_rad,LHipRoll_cmd_rad,LHipRoll_meas_rad,LHipPitch_cmd_rad,LHipPitch_meas_rad,LKneePitch_cmd_rad,LKneePitch_meas_rad,LAnklePitch_cmd_rad,LAnklePitch_meas_rad,LAnkleRoll_cmd_rad,LAnkleRoll_meas_rad,RHipYawPitch_cmd_rad,RHipYawPitch_meas_rad,RHipRoll_cmd_rad,RHipRoll_meas_rad,RHipPitch_cmd_rad,RHipPitch_meas_rad,RKneePitch_cmd_rad,RKneePitch_meas_rad,RAnklePitch_cmd_rad,RAnklePitch_meas_rad,RAnkleRoll_cmd_rad,RAnkleRoll_meas_rad
1787226314.317965,0.02,0,1.48353,1.289244,1.48353,1.147964,0.174533,0.196134,-0.174533,0.265258,-0.523599,-0.910419,0.523599,0.896033,0.0,0.287258,0.0,-0.004253,0.0,0.107517,0.0,-1e-06,-0.1,-0.080804,0.2,0.180799,-0.1,-0.0808,0.0,-1e-06,0.0,0.107522,0.0,0.228239,-0.1,-0.460421,0.2,0.119234,-0.1,0.067761,0.0,-0.228235
1787226314.338191,0.04,1,1.504793,1.328083,1.48353,1.197386,0.091077,0.191736,-0.174533,0.222072,-0.523599,-0.867325,0.523599,0.852974,-0.049198,0.237647,0.205949,-0.003618,0.0,0.086015,-0.193697,-1e-06,-0.0755,-0.084642,0.151,0.184639,-0.0755,-0.08464,0.193697,-1e-06,0.0,0.086018,0.0,0.192883,-0.1,-0.406035,0.2,0.135368,-0.1,0.034228,0.0,-0.192884
1787226314.356491,0.06,2,1.504793,1.363161,1.48353,1.246316,0.091077,0.171207,-0.174533,0.178427,-0.523599,-0.82422,0.523599,0.809902,-0.049198,0.179888,0.205949,0.037579,-0.003386,0.068814,-0.251806,-0.03536,-0.06815,-0.082814,0.1363,0.177912,-0.06815,-0.082812,0.251806,0.035356,-0.003386,0.068818,0.0,0.157529,-0.1,-0.351646,0.2,0.148295,-0.1,0.007395,0.0,-0.15753
1787226314.374527,0.08,3,1.504793,1.391636,1.48353,1.294033,0.091077,0.155516,-0.174533,0.135944,-0.523599,-0.781122,0.523599,0.766849,-0.049198,0.134056,0.205949,0.071065,-0.016525,0.054377,-0.269239,-0.070708,-0.065945,-0.079883,0.13189,0.169594,-0.065945,-0.079881,0.269239,0.070705,-0.016525,0.05438,0.0,0.126031,-0.1,-0.301338,0.2,0.158626,-0.1,-0.014067,0.0,-0.126036
1787226314.39725,0.1,4,1.504793,1.414427,1.48353,1.332341,0.091077,0.142976,-0.174533,0.093497,-0.523599,-0.738023,0.523599,0.723792,-0.049198,0.097449,0.205949,0.097978,-0.037062,0.040201,-0.274469,-0.106056,-0.065284,-0.077097,0.130567,0.162056,-0.065284,-0.077096,0.274469,0.106053,-0.037062,0.040202,0.0,0.100831,-0.1,-0.261084,0.2,0.166895,-0.1,-0.031243,0.0,-0.100836
1787226314.413042,0.12,5,1.504793,1.432562,1.48353,1.362663,0.091077,0.13275,-0.174533,0.050681,-0.523599,-0.695172,0.523599,0.683796,-0.049198,0.067918,0.205949,0.119216,-0.06245,0.024751,-0.276038,-0.139733,-0.065085,-0.074735,0.13017,0.155759,-0.065085,-0.074734,0.276038,0.139732,-0.06245,0.024751,0.0,0.080665,-0.1,-0.228872,0.2,0.173513,-0.1,-0.04499,0.0,-0.08067
1787226314.429655,0.14,6,1.504793,1.446981,1.48353,1.386539,0.091077,0.124403,-0.174533,0.007592,-0.523599,-0.660871,0.523599,0.651782,-0.049198,0.044402,0.205949,0.136381,-0.079158,0.007312,-0.276508,-0.166992,-0.065026,-0.072804,0.130051,0.150641,-0.065026,-0.072804,0.276508,0.166991,-0.079158,0.007313,0.0,0.064533,-0.1,-0.203101,0.2,0.178809,-0.1,-0.05599,0.0,-0.064538
1787226314.44713,0.16,7,1.504793,1.458536,1.48353,1.405777,0.091077,0.11775,-0.174533,-0.028753,-0.523599,-0.633423,0.523599,0.62616,-0.049198,0.025669,0.205949,0.150239,-0.090753,-0.009982,-0.276649,-0.188894,-0.065008,-0.071248,0.130015,0.146523,-0.065008,-0.071248,0.276649,0.188894,-0.090753,-0.00998,0.0,0.051627,-0.1,-0.182481,0.2,0.183047,-0.1,-0.064791,0.0,-0.051632
1787226314.464935,0.18,8,1.504793,1.467781,1.48353,1.421205,0.091077,0.11242,-0.174533,-0.057857,-0.523599,-0.611461,0.523599,0.605655,-0.049198,0.010689,0.205949,0.161346,-0.098278,-0.026135,-0.276692,-0.206444,-0.065002,-0.07,0.130005,0.143222,-0.065002,-0.07,0.276692,0.206444,-0.098278,-0.026134,0.0,0.041302,-0.1,-0.165985,0.2,0.186437,-0.1,-0.071833,0.0,-0.041306
1787226314.491037,0.2,9,1.510934,1.475178,1.48353,1.433585,0.034386,0.108155,-0.174533,-0.081156,-0.523599,-0.593889,0.523599,0.589247,0.739724,-0.001292,0.329518,0.170244,-0.113483,-0.040563,-0.276705,-0.220494,-0.21643,-0.069,0.130001,0.140579,0.057499,-0.069001,0.276705,0.220494,-0.113483,-0.040562,0.0,0.033042,-0.1,-0.152788,0.2,0.18915,-0.1,-0.077466,0.0,-0.033046
