wall_time_s,sim_time_s,frame_index,LShoulderPitch_cmd_rad,LShoulderPitch_meas_rad,RShoulderPitch_cmd_rad,RShoulderPitch_meas_rad,LShoulderRoll_cmd_rad,LShoulderRoll_meas_rad,RShoulderRoll_cmd_rad,RShoulderRoll_meas_rad,LElbowRoll_cmd_rad,LElbowRoll_meas_rad,RElbowRoll_cmd_rad,RElbowRoll_meas_rad,HeadYaw_cmd_rad,HeadYaw_meas_rad,HeadPitch_cmd_rad,HeadPitch_meas_rad,LHipYawPitch_cmd_rad,LHipYawPitch_meas_rad,LHipRoll_cmd_rad,LHipRoll_meas_rad,LHipPitch_cmd_rad,LHipPitch_meas_rad,LKneePitch_cmd_rad,LKneePitch_meas_rad,LAnklePitch_cmd_rad,LAnklePitch_meas_rad,LAnkleRoll_cmd_rad,LAnkleRoll_meas_rad,RHipYawPitch_cmd_rad,RHipYawPitch_meas_rad,RHipRoll_cmd_rad,RHipRoll_meas_rad,RHipPitch_cmd_rad,RHipPitch_meas_rad,RKneePitch_cmd_rad,RKneePitch_meas_rad,RAnklePitch_cmd_rad,RAnklePitch_meas_rad,RAnkleRoll_cmd_rad,RAnkleRoll_meas_rad
1787225816.742635,0.02,0,1.48353,0.049599,1.48353,0.049599,0.174533,0.034885,-0.174533,-0.034886,-0.523599,-0.043112,0.523599,0.043112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.1,0.0,0.2,0.0,-0.1,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.1,0.0,0.2,0.0,-0.1,0.0,0.0,0.0
1787225816.763369,0.04,1,1.48353,0.09918,1.48353,0.09918,0.174533,0.062761,-0.174533,-0.062762,-0.523599,-0.086226,0.523599,0.086226,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.1,-0.019999,0.2,0.039999,-0.1,-0.019999,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.1,-0.019999,0.2,0.039999,-0.1,-0.019999,0.0,-0.0
1787225816.781526,0.06,2,1.48353,0.148757,1.48353,0.148756,0.174533,0.085042,-0.174533,-0.085042,-0.523599,-0.129342,0.523599,0.129342,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.1,-0.035999,0.2,0.071998,-0.1,-0.035999,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.1,-0.035999,0.2,0.071998,-0.1,-0.035999,0.0,-0.0
1787225816.799861,0.08,3,1.48353,0.198336,1.48353,0.198336,0.174533,0.102857,-0.174533,-0.102857,-0.523599,-0.172461,0.523599,0.172461,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.1,-0.048799,0.2,0.097598,-0.1,-0.048799,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.1,-0.048799,0.2,0.097598,-0.1,-0.048799,0.0,-0.0
1787225816.817381,0.1,4,1.48353,0.247921,1.48353,0.247921,0.174533,0.117105,-0.174533,-0.117105,-0.523599,-0.215583,0.523599,0.215583,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.1,-0.05904,0.2,0.118078,-0.1,-0.059039,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.1,-0.05904,0.2,0.118078,-0.1,-0.059039,0.0,-0.0
1787225816.833646,0.12,5,1.48353,0.29751,1.48353,0.29751,0.174533,0.128505,-0.174533,-0.128505,-0.523599,-0.258708,0.523599,0.258708,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.1,-0.067232,0.2,0.134462,-0.1,-0.067232,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.1,-0.067232,0.2,0.134462,-0.1,-0.067232,0.0,-0.0
1787225816.850236,0.14,6,1.48353,0.347105,1.48353,0.347105,0.174533,0.13763,-0.174533,-0.13763,-0.523599,-0.301835,0.523599,0.301835,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.1,-0.073785,0.2,0.14757,-0.1,-0.073785,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.1,-0.073785,0.2,0.14757,-0.1,-0.073785,0.0,-0.0
1787225816.867218,0.16,7,1.48353,0.396704,1.48353,0.396704,0.174533,0.144935,-0.174533,-0.144935,-0.523599,-0.344963,0.523599,0.344963,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.1,-0.079028,0.2,0.158056,-0.1,-0.079028,0.0,0.0,0.0,-0.0,0.0,0.0,-0.1,-0.079028,0.2,0.158056,-0.1,-0.079028,0.0,-0.0
1787225816.88535,0.18,8,1.48353,0.446305,1.48353,0.446305,0.174533,0.150787,-0.174533,-0.150787,-0.523599,-0.380685,0.523599,0.380685,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.1,-0.083223,0.2,0.166444,-0.1,-0.083223,0.0,-1e-06,0.0,-0.0,0.0,-0.0,-0.1,-0.083223,0.2,0.166444,-0.1,-0.083223,0.0,1e-06
1787225816.903202,0.2,9,1.48353,0.495909,1.48353,0.495909,0.174533,0.155475,-0.174533,-0.155475,-0.523599,-0.409268,0.523599,0.409268,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.1,-0.086578,0.2,0.173155,-0.1,-0.086578,0.0,1e-06,0.0,-0.0,0.0,-0.0,-0.1,-0.086578,0.2,0.173155,-0.1,-0.086578,0.0,-1e-06
1787225816.922207,0.22,10,1.48353,0.545515,1.48353,0.545515,0.174533,0.159232,-0.174533,-0.159232,-0.523599,-0.432137,0.523599,0.432137,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.1,-0.089263,0.2,0.178524,-0.1,-0.089263,0.0,1e-06,0.0,-0.0,0.0,0.0,-0.1,-0.089263,0.2,0.178524,-0.1,-0.089263,0.0,-1e-06
1787225816.9422,0.24,11,1.48353,0.595122,1.48353,0.595122,0.174533,0.162245,-0.174533,-0.162245,-0.523599,-0.450434,0.523599,0.450434,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.1,-0.09141,0.2,0.182819,-0.1,-0.09141,0.0,-1e-06,0.0,-0.0,0.0,-0.0,-0.1,-0.09141,0.2,0.182819,-0.1,-0.09141,0.0,1e-06
1787225816.963265,0.26,12,1.48353,0.64473,1.48353,0.64473,0.174533,0.164661,-0.174533,-0.164661,-0.523599,-0.465073,0.523599,0.465073,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.1,-0.093128,0.2,0.186255,-0.1,-0.093128,0.0,1e-06,0.0,-0.0,0.0,-0.0,-0.1,-0.093128,0.2,0.186255,-0.1,-0.093128,0.0,-1e-06
1787225816.984372,0.28,13,1.48353,0.694338,1.48353,0.694338,0.174533,0.1666,-0.174533,-0.1666,-0.523599,-0.476785,0.523599,0.476785,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.1,-0.094503,0.2,0.189004,-0.1,-0.094503,0.0,-1e-06,0.0,-0.0,0.0,0.0,-0.1,-0.094503,0.2,0.189004,-0.1,-0.094503,0.0,1e-06
1787225817.005203,0.3,14,1.48353,0.743947,1.48353,0.743947,0.174533,0.168156,-0.174533,-0.168156,-0.523599,-0.486154,0.523599,0.486154,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.1,-0.095602,0.2,0.191203,-0.1,-0.095602,0.0,1e-06,0.0,-0.0,0.0,-0.0,-0.1,-0.095602,0.2,0.191203,-0.1,-0.095602,0.0,-1e-06
1787225817.025249,0.32,15,1.48353,0.793557,1.48353,0.793557,0.174533,0.169405,-0.174533,-0.169405,-0.523599,-0.49365,0.523599,0.49365,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.1,-0.096482,0.2,0.192963,-0.1,-0.096482,0.0,1e-06,0.0,-0.0,0.0,-0.0,-0.1,-0.096482,0.2,0.192963,-0.1,-0.096482,0.0,-1e-06
