frame_index,timestamp_s,LElbowRoll,LHipPitch,LShoulderPitch,RElbowRoll,RHipPitch,RShoulderPitch,TorsoPitch
13,1787226101.2526145,1.9501990182833178,-0.886346661923517,1.4881101639158896,-2.356194490192345,-1.1535009555946967,1.215348172813947,-0.5235987755982988
24,1787226102.138133,1.993135244718826,-0.6209664945231016,1.0894223288442912,-2.123641745357058,-1.0154902979478553,1.1696170602229077,-0.5235987755982988
26,1787226102.2956803,2.0299148445093245,-0.4307442518449147,0.9485526009067382,-2.2050352060494083,-0.930874883373425,0.9449623588274061,-0.5235987755982988
27,1787226102.3741133,2.0167339987870427,-0.21605336070013187,0.8720003261993122,-2.257940955499436,-0.8234251301297258,0.9402528260469327,-0.5235987755982988
28,1787226102.4319105,1.945688387726432,-0.21843380600239032,0.8790804641937136,-1.9640609195624479,-0.7779104174005871,1.1109642841886969,-0.5235987755982988
30,1787226102.5451372,2.0631376883744914,-0.25651037403946797,0.8076510915998591,-2.070025261095863,-0.9365651377158841,0.5134248116829463,-0.5235987755982988
34,1787226102.8270068,1.6551751482016785,-0.6049119802284109,0.9764834819040874,-1.594313866783244,-1.022513985011678,0.5006064710255005,-0.5235987755982988
35,1787226102.9085977,1.4152254615897573,-0.7846226500938547,0.961637984160977,-1.2581181419020595,-1.2002792749233913,0.6112826967926013,-0.5235987755982988
36,1787226102.9548738,1.2865229098581836,-0.9004754859834603,0.973184811583129,-1.567889235215202,-1.2797126807357986,0.7862657144344771,-0.5235987755982988
37,1787226102.9990563,1.3373789654850636,-0.8524314053161663,1.0778470818612313,-1.7718961759450438,-1.30722252275676,0.9342398351965538,-0.5235987755982988
38,1787226103.0399022,1.0652834711715937,-0.8491763553543679,1.241007763163163,-1.9295818820574389,-1.3527997513066135,1.0934436789757727,-0.5235987755982988
39,1787226103.0801873,0.9509489043764532,-0.8619737307843605,1.3321781971490685,-2.02035096692599,-1.3188059492674569,1.1813721457994344,-0.5235987755982988
40,1787226103.125253,0.8290251195265119,-0.9179496621152021,1.3961735272155678,-1.8450389891628847,-1.2572459973883037,1.2680632025517666,-0.5235987755982988
43,1787226103.3242652,1.3635343992595534,-0.9002965725117906,0.49637466777021994,-2.023943414523196,-1.0816782703232315,0.2859965026875909,-0.5235987755982988
46,1787226103.5357087,1.527782971089512,-0.7199173507350057,0.25268850204562315,-2.1402312910073977,-0.5381572613966364,-0.2757792649157947,-0.5235987755982988
47,1787226103.6067843,1.8177270027755035,-0.7105471448228454,-0.3531319879564326,-2.2158184107221293,-0.2913075217051314,-0.6335726247753695,-0.5235987755982988
49,1787226103.7173586,2.006190623371398,-0.8705827250602978,0.13160478101334305,-2.2649500385367047,-0.24966195173172348,-0.9341171658301428,-0.5235987755982988
